,name,price,rating,features
282,Huawei Watch GT 4 Pro,"₹48,999",,"Wi-Fi, Bluetooth 5.2, GPS, NFC, 3G, 4G, Voice Calling, 1.5 inches Touch Display, Water Resistant, 50 m, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor"
283,Crossbeats Monarch Regal Smartwatch,"₹2,099",54,"Bluetooth 5.0, NFC, Bluetooth Calling, 1.43 inches Touch Display, Water Resistant, IP67, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
284,boAt Lunar Vista Smartwatch,"₹1,599",,"Bluetooth, Bluetooth Calling, 1.52 inches Touch Display, Water Resistant, IP67, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
285,Pebble Cosmos Valor Smartwatch,"₹1,199",,"Bluetooth 5.0, Bluetooth Calling, 1.43 inches Touch Display, Water Resistant, IP67, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
286,Ambrane Fyre Smartwatch,"₹2,799",50,"Bluetooth, Bluetooth Calling, 2.04 inches Touch Display, Water Resistant, IP67, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
287,boAt Lunar Orb Smartwatch,"₹1,301",,"Bluetooth, Bluetooth Calling, 1.45 inches Touch Display, Water Resistant, IP67, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Sleep Monitor, Calorie Count, Step Count"
288,beatXP Flare Pro Smartwatch,"₹1,999",,"Bluetooth 5.3, Bluetooth Calling, 1.39 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
289,Noise ColorFit Triumph Smartwatch,"₹1,299",,"Bluetooth, Bluetooth Calling, 1.85 inches Touch Display, Water Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 7 days Battery"
290,Hammer Robust Smartwatch,"₹1,999",,"Bluetooth 5.2, Bluetooth Calling, 1.96 inches Touch Display, Water Resistant, IP67, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
291,Noise ColorFit Pro 5 Max Smartwatch,"₹3,999",53,"Bluetooth 5.3, Bluetooth Calling, 1.96 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
292,Xiaomi Watch 2 Pro,"₹16,999",,"Wi-Fi, Bluetooth 5.2, GPS, 3G, 4G, VoLTE, Voice Calling, 2 GB RAM, 32 GB Inbuilt, 1.43 inches Touch Display, Water Resistant, 50 m, IP68, Dust Proof, Heart Rate Monitor"
293,Apple Watch Series 10 42mm (GPS),"₹44,290",,"Wi-Fi, Bluetooth 5.3, GPS, NFC, 3G, 4G, Bluetooth Calling, 64 GB Inbuilt, 1.53 inches Touch Display, Water Resistant, 50 m, WR50, IP6X, Scratch Resistant, Dust Proof, Heart Rate Monitor"
294,beatXP Sigma Smartwatch,"₹1,999",,"Bluetooth, Bluetooth Calling, 1.38 inches Touch Display, Water Resistant, IP67, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
295,Play Playfit Dial 2 Smartwatch,₹859,,"Bluetooth 5.0, Bluetooth Calling, 1.3 inches Touch Display, Water Resistant, 30 m, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 5 days Battery"
296,beatXP Marv Ultra Smartwatch,"₹1,999",,"Bluetooth 5.3, Bluetooth Calling, 2.01 inches Touch Display, Water Resistant, IP67, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
297,boAt Lunar Fit Smartwatch,"₹2,514",54,"Bluetooth 5.1, Bluetooth Calling, 1.43 inches Touch Display, Water Resistant, 1.5 m, IP67, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
298,Samsung Galaxy Watch 6 Classic Bluetooth 43mm,"₹20,999",,"Wi-Fi, Bluetooth 5.3, GPS, NFC, Bluetooth Calling, 2 GB RAM, 16 GB Inbuilt, 1.3 inches Touch Display, Water Resistant, 50 m, IP68, MIL-STD-810H, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor"
299,Samsung Galaxy Watch 6 Classic Bluetooth 47mm,"₹22,999",,"Wi-Fi, Bluetooth 5.3, GPS, NFC, Bluetooth Calling, 2 GB RAM, 16 GB Inbuilt, 1.5 inches Touch Display, Water Resistant, 50 m, IP68, MIL-STD-810H, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor"
300,Garmin Fenix 7X Pro Sapphire Solar Smartwatch,"₹1,11,990",,"Wi-Fi, Bluetooth, GPS, 32 GB Inbuilt, 1.4 inches Touch Display, Water Resistant, 100 m, 10 ATM, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Altimeter, Pedometer, Sleep Monitor, Calorie Count, Step Count"
301,Punnk Funnk Kids Smartwatch,"₹1,282",,"GPS, Voice Calling, 1.44 inches Touch Display, Water Resistant, IP67, Pedometer, Step Count, Alarm Clock, Stopwatch, Reminder, Timer, 3 months Warranty, 1.44 inches, Touch Screen, Color"
302,Timex Fit 3.0 Smartwatch,"₹7,696",,"Bluetooth, Bluetooth Calling, 1.78 inches Touch Display, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, Alarm Clock, Stopwatch, Reminder, Timer, 1.78 inches, Touch Screen, Color"
303,beatXP Unbound Nova Smartwatch,"₹3,299",,"Bluetooth 5.3, Bluetooth Calling, 1.96 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
304,Fire Boltt Gladiator Plus Smartwatch,"₹1,799",,"Bluetooth, Bluetooth Calling, 1.96 inches Touch Display, Water Resistant, IP67, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
305,Fastrack Revoltt FS1 Plus Smartwatch,"₹1,599",,"Bluetooth 5.2, Bluetooth Calling, 2.01 inches Touch Display, Water Resistant, 1.5 m, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 7 days Battery"
306,Fire Boltt Commando Smartwatch,"₹1,894",54,"Bluetooth 5.0, Bluetooth Calling, 1.96 inches Touch Display, Water Resistant, IP67, Scratch Resistant, Dust Proof, Heart Rate Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 9 days Battery"
307,Fire Boltt Cyclone Smartwatch,"₹1,744",56,"Bluetooth 5.0, NFC, Bluetooth Calling, 1.6 inches Touch Display, Water Resistant, IP68, Scratch Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
308,Cult Sport Active T Smartwatch,"₹2,399",,"Bluetooth 5.2, Bluetooth Calling, 2.01 inches Touch Display, Water Resistant, 1 m, IP67, Scratch Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
309,Noise NoiseFit Venture Smartwatch,"₹1,799",,"Bluetooth 5.2, Bluetooth Calling, 1.39 inches Touch Display, Water Resistant, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 7 days Battery"
310,boAt Storm Plus Smartwatch,"₹1,999",50,"Bluetooth, Bluetooth Calling, 1.78 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
311,Boult Crown R Pro Smartwatch,"₹1,799",,"Bluetooth 5.2, Bluetooth Calling, 1.43 inches Touch Display, Water Resistant, 1 m, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Sleep Monitor, Calorie Count, Step Count, 5 days Battery"
312,Titan Evoke Smartwatch,"₹4,499",53,"Bluetooth 5.3, Bluetooth Calling, 1.43 inches Touch Display, Water Resistant, 1.5 m, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
313,Fire Boltt Ninja Call Pro Max Smartwatch,"₹1,399",,"Bluetooth 5.0, Bluetooth Calling, 2.01 inches Touch Display, Water Resistant, 1 m, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Step Count, 7 days Battery"
314,French Connection Pop Fit Smartwatch,"₹1,499",56,"Bluetooth 5.1, Bluetooth Calling, 512 MB RAM, 1 GB Inbuilt, 1.81 inches Touch Display, Water Resistant, 30 m, Scratch Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor"
315,Boult Crown Smartwatch,"₹1,199",,"Bluetooth 5.2, Bluetooth Calling, 1.95 inches Touch Display, Water Resistant, IP67, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
316,Samsung Galaxy Watch 6 Classic LTE 43mm,"₹40,999",,"Wi-Fi, Bluetooth 5.3, GPS, NFC, 3G, 4G, Voice Calling, 2 GB RAM, 16 GB Inbuilt, 1.3 inches Touch Display, Water Resistant, 50 m, IP68, MIL-STD-810H, Dust Proof, Heart Rate Monitor"
317,beatXP Vega Neo Smartwatch,"₹2,699",,"Bluetooth, Bluetooth Calling, 1.43 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
318,Amazfit Cheetah Smartwatch,"₹21,999",58,"Wi-Fi, Bluetooth 5.3, GPS, Bluetooth Calling, 1.39 inches Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Altimeter, Pedometer, Sleep Monitor, Calorie Count, Step Count"
319,Noise ColorFit Thrive Smartwatch,₹999,,"Bluetooth 5.1, Bluetooth Calling, 1.85 inches Touch Display, Water Resistant, IP67, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
320,Alt OG Supreme Smartwatch,"₹1,049",52,"Bluetooth 5.2, Bluetooth Calling, 1.96 inches Touch Display, Water Resistant, IP67, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
321,Samsung Galaxy Watch 6 Classic LTE 47mm,"₹43,999",,"Wi-Fi, Bluetooth 5.3, GPS, NFC, 3G, 4G, Voice Calling, 2 GB RAM, 16 GB Inbuilt, 1.5 inches Touch Display, Water Resistant, 50 m, IP68, MIL-STD-810H, Dust Proof, Heart Rate Monitor"
322,boAt Lunar Connect Ace Smartwatch,"₹1,799",52,"Bluetooth 5.1, Bluetooth Calling, 1.42 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
323,Noise NoiseFit Voyage Smartwatch,"₹12,999",57,"Bluetooth 5.3, GPS, 4G, Voice Calling, 1.4 inches Touch Display, Water Resistant, 1.5 m, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor"
324,Noise NoiseFit Diva Smartwatch,"₹2,999",,"Bluetooth, Bluetooth Calling, 1.01 inches Touch Display, Water Resistant, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 7 days Battery"
325,Fastrack FR1 Smartwatch,"₹1,795",,"Bluetooth 5.2, Bluetooth Calling, 1.39 inches Touch Display, Water Resistant, 1.5 m, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
326,Fastrack FR1 Pro Smartwatch,"₹2,499",,"Bluetooth 5.2, Bluetooth Calling, 1.3 inches Touch Display, Water Resistant, 1.5 m, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
327,Noise ColorFit Vision 3 Smartwatch,"₹2,599",53,"Bluetooth 5.3, Bluetooth Calling, 1.96 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
328,Fire Boltt Talk 2 Pro Smartwatch,"₹1,099",,"Bluetooth, Bluetooth Calling, 1.39 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
329,Amazfit GTR 4 New Version Smartwatch,"₹12,999",,"Wi-Fi, Bluetooth 5.0, GPS, NFC, Bluetooth Calling, 3 GB Inbuilt, 1.45 inches Touch Display, Water Resistant, 50 m, 5 ATM, Scratch Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor"
330,Fastrack Revoltt FS1 Pro Smartwatch,"₹2,695",52,"Bluetooth 5.2, Bluetooth Calling, 1.96 inches Touch Display, Water Resistant, 1.5 m, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
331,Noise ColorFit Ultra 3 Smartwatch,"₹2,599",54,"Bluetooth 5.3, Bluetooth Calling, 1.96 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
332,beatXP Marv Raze Smartwatch,"₹1,799",,"Bluetooth, Bluetooth Calling, 1.96 inches Touch Display, Water Resistant, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 2 days Battery"
333,alt Goat Smartwatch,"₹1,099",,"Bluetooth 5.3, Bluetooth Calling, 1.78 inches Touch Display, Water Resistant, 2 m, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 7 days Battery"
334,Fire Boltt Rock Smartwatch,"₹2,999",,"Bluetooth 5.0, Bluetooth Calling, 1.3 inches Touch Display, Water Resistant, 1.5 m, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Sleep Monitor, Calorie Count, Step Count"
335,boAt Lunar Call Plus Smartwatch,"₹3,499",53,"Bluetooth 5.3, Bluetooth Calling, 8 MB RAM, 1.43 inches Touch Display, Water Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor"
336,Boult Cosmic R Smartwatch,"₹1,099",,"Bluetooth 5.0, 1.3 inches Touch Display, Water Resistant, 1.5 m, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 10 days Battery, Alarm Clock, Stopwatch, Reminder, Timer"
337,Noise ColorFit Pulse 3 Smartwatch,"₹1,399",,"Bluetooth 5.3, Bluetooth Calling, 1.96 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
338,Fire Boltt Legacy Smartwatch,"₹1,999",,"Bluetooth 5.0, Bluetooth Calling, 1.43 inches Touch Display, Water Resistant, 1 m, IP68, Scratch Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Sleep Monitor, Calorie Count, Step Count"
339,Google Pixel Watch 2 WiFi,"₹24,990",,"Wi-Fi, Bluetooth 5.0, GPS, NFC, Bluetooth Calling, 2 GB RAM, 32 GB Inbuilt, 1.2 inches Touch Display, Water Resistant, 50 m, IP68, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor"
340,beatXP Unbound Neo Smartwatch,"₹2,799",,"Bluetooth, Bluetooth Calling, 1.8 inches Touch Display, Water Resistant, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 5 days Battery"
341,pTron Pulsefit P61 Smartwatch,₹809,,"Bluetooth 5.0, Bluetooth Calling, 1.85 inches Touch Display, Water Resistant, 1.5 m, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Sleep Monitor, Calorie Count, Step Count, 5 days Battery"
342,Noise Scout Smartwatch,"₹4,999",,"Bluetooth, GPS, 3G, 4G, Voice Calling, 1.4 inches Touch Display, Water Resistant, IP68, Dust Proof, Calorie Count, 3 days Battery"
343,Fire Boltt Sphere Smartwatch,"₹4,499",58,"Bluetooth 5.0, Bluetooth Calling, 1.6 inches Touch Display, Water Resistant, 1 m, IP68, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
344,Noise NoiseFit Arc Smartwatch,"₹1,499",,"Bluetooth, Bluetooth Calling, 1.38 inches Touch Display, Water Resistant, IP67, Scratch Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
345,Fire Boltt Blizzard Smartwatch,"₹4,099",52,"Bluetooth 5.0, Bluetooth Calling, 1.28 inches Touch Display, Water Resistant, 1 m, IP67, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Sleep Monitor, Calorie Count, Step Count"
346,Garmin Forerunner 265 Smartwatch,"₹52,990",,"Wi-Fi, Bluetooth, GPS, 8 GB Inbuilt, 1.3 inches Touch Display, Water Resistant, 50 m, 5 ATM, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Altimeter, Pedometer, Sleep Monitor, Calorie Count, Step Count"
347,Alt OG Pro Smartwatch,"₹1,049",50,"Bluetooth, Bluetooth Calling, 1.93 inches Touch Display, Water Resistant, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
348,Fire Boltt Phoenix Pro Smartwatch,"₹1,199",,"Bluetooth 5.0, Bluetooth Calling, 1.39 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
349,Fire Boltt Cobra Smartwatch,"₹1,999",53,"Bluetooth, Bluetooth Calling, 1.78 inches Touch Display, Water Resistant, IP68, MIL-STD-810, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Altimeter, Pedometer, Sleep Monitor, Calorie Count, Step Count"
350,Noise NoiseFit Force Smartwatch,"₹2,499",57,"Bluetooth 5.1, Bluetooth Calling, 1.32 inches Touch Display, Water Resistant, IP67, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
351,Dizo Watch D Ultra,"₹1,839",53,"Bluetooth 5.2, Bluetooth Calling, 1.78 inches Touch Display, Water Resistant, 1.5 m, IP68, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Sleep Monitor, Calorie Count, Step Count"
352,Fire Boltt Supernova Smartwatch,"₹2,099",,"Bluetooth 5.0, Bluetooth Calling, 1.78 inches Touch Display, Water Resistant, 1 m, IP67, Scratch Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Sleep Monitor, Calorie Count, Step Count"
353,Noise NoiseFit Twist Smartwatch,"₹1,399",,"Bluetooth 5.3, Bluetooth Calling, 1.38 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
354,beatXP Vega X Smartwatch,"₹3,899",52,"Bluetooth 5.2, Bluetooth Calling, 1.43 inches Touch Display, Water Resistant, 1.5 m, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
355,beatXP Marv Neo Smartwatch,"₹1,049",,"Bluetooth 5.1, Bluetooth Calling, 1.85 inches Touch Display, Water Resistant, 1.5 m, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Sleep Monitor, Calorie Count, Step Count, 7 days Battery"
356,Fire Boltt Rise Smartwatch,"₹1,199",,"Bluetooth 5.0, Bluetooth Calling, 1.85 inches Touch Display, Water Resistant, 1 m, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Sleep Monitor, Calorie Count, Step Count, 7 days Battery"
357,Sekyo S2 Kids Smartwatch,"₹2,849",51,"GPS, 3G, 4G, Voice Calling, 128 MB RAM, 256 MB Inbuilt, 1.54 inches Touch Display, Water Resistant, 10 m, IP67, Scratch Resistant, Dust Proof, Step Count"
358,Noise NoiseFit Crew Smartwatch,"₹1,299",,"Bluetooth, Bluetooth Calling, 1.38 inches Touch Display, Water Resistant, Scratch Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
359,Noise HRX Bounce Smartwatch,₹799,,"Bluetooth 5.1, Bluetooth Calling, 1.39 inches Touch Display, Water Resistant, IP67, Scratch Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
360,Noise HRX Bounce Smartwatch,₹799,,"Bluetooth 5.1, Bluetooth Calling, 1.39 inches Touch Display, Water Resistant, IP67, Scratch Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
361,Apple Watch Series 9 41mm (GPS),"₹39,999",,"Wi-Fi, Bluetooth 5.3, GPS, NFC, Bluetooth Calling, 64 GB Inbuilt, 1.61 inches Touch Display, Water Resistant, 50 m, WR50, IPX6, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor"
362,Dizo Watch D Plus,"₹1,119",52,"Bluetooth 5.1, 1.85 inches Touch Display, Water Resistant, 30 m, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Altimeter, Sleep Monitor, Calorie Count, Step Count, 14 days Battery"
363,Fastrack Reflex VOX 2.0 Smartwatch,"₹3,995",,"Bluetooth, Bluetooth Calling, 1.8 inches Touch Display, Water Resistant, 1.5 m, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Sleep Monitor, Step Count"
364,IZI Smart Pro Smartwatch,"₹1,898",,"Bluetooth, NFC, Bluetooth Calling, 1.9 inches Touch Display, Water Resistant, IP68, 3ATM, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Sleep Monitor, Calorie Count"
